6.6956e-06,4.1999e-06
1.764e-05,4.1999e-06
1.8098e-05,4.1999e-06
2.4539e-05,4.1999e-06
2.9397e-05,4.1999e-06
3.8109e-05,4.1999e-06
4.0936e-05,4.1999e-06
4.4603e-05,4.1999e-06
4.5345e-05,4.1999e-06
4.6595e-05,4.1999e-06
5.1118e-05,4.1999e-06
5.2395e-05,4.1999e-06
5.7423e-05,4.1999e-06
6.3629e-05,4.1999e-06
8.4256e-05,4.1999e-06
8.7564e-05,4.1999e-06
9.8791e-05,4.1999e-06
0.00010883,4.1999e-06
0.00014056,4.1999e-06
0.0001407,4.1999e-06
0.00015141,4.1999e-06
0.00015928,4.1999e-06
0.00015958,4.1999e-06
0.000165,4.1999e-06
0.00018695,4.1999e-06
0.00018918,4.1999e-06
0.00020321,4.1999e-06
0.00021011,4.1999e-06
0.00022112,4.1999e-06
0.00022896,4.1999e-06
0.00023212,4.1999e-06
0.00023687,4.1999e-06
0.00023995,4.1999e-06
0.00024357,4.1999e-06
0.0002482,4.1999e-06
0.00026334,4.1999e-06
0.00027604,4.1999e-06
0.00028015,4.1999e-06
0.00028341,4.1999e-06
0.0003057,4.1999e-06
0.0003083,4.1999e-06
0.00031094,4.1999e-06
0.00031951,4.1999e-06
0.0003287,4.1999e-06
0.00034677,4.1999e-06
0.00034921,4.1999e-06
0.00035293,4.1999e-06
0.00035437,4.1999e-06
0.00035485,4.1999e-06
0.00038344,4.1999e-06
0.00040168,4.1999e-06
0.00040831,4.1999e-06
0.0004134,4.1999e-06
0.0004274,4.1999e-06
0.0004693,4.1999e-06
0.00049345,4.1999e-06
0.00051183,4.1999e-06
0.00052722,4.1999e-06
0.00054522,4.1999e-06
0.0005498,4.1999e-06
0.00061723,4.1999e-06
0.00063577,4.1999e-06
0.00064813,4.1999e-06
0.00065682,4.1999e-06
0.00067273,4.1999e-06
0.00069343,4.1999e-06
0.00071166,4.1999e-06
0.00073834,4.1999e-06
0.00075098,4.1999e-06
0.00075417,4.1999e-06
0.0008017,4.1999e-06
0.00085388,4.1999e-06
0.00086957,4.1999e-06
0.00087091,4.1999e-06
0.00090105,4.1999e-06
0.00099477,4.1999e-06
0.0010927,4.1999e-06
0.0011079,4.1999e-06
0.0011206,4.1999e-06
0.0011848,4.1999e-06
0.0011848,4.1999e-06
0.0012241,4.1999e-06
0.0013293,4.1999e-06
0.0013875,4.1999e-06
0.0014635,4.1999e-06
0.0016974,4.1999e-06
0.001839,4.1999e-06
0.0018729,4.1999e-06
0.0019961,4.1999e-06
0.0020316,4.1999e-06
0.0021358,4.1999e-06
0.0021568,4.1999e-06
0.0031321,4.1999e-06
0.0033106,4.1999e-06
0.003336,4.1999e-06
0.004825,4.1999e-06
0.0054144,4.1999e-06
0.0064002,4.1999e-06
0.007689,4.1999e-06
