8.7889e-06,0.0016376
1.9992e-05,0.0016376
2.0606e-05,0.0016376
2.874e-05,0.0016376
3.4488e-05,0.0016376
5.9571e-05,0.0016376
6.1003e-05,0.0016376
6.3664e-05,0.0016376
6.7418e-05,0.0016376
7.2535e-05,0.0016376
7.4692e-05,0.0016376
7.5863e-05,0.0016376
7.7368e-05,0.0016376
8.5982e-05,0.0016376
8.6539e-05,0.0016376
8.8974e-05,0.0016376
9.9228e-05,0.0016376
0.00011773,0.0016376
0.00011904,0.0016376
0.00014381,0.0016376
0.00017344,0.0016376
0.00018361,0.0016376
0.00019269,0.0016376
0.00019314,0.0016376
0.00019336,0.0016376
0.00020633,0.0016376
0.00021339,0.0016376
0.00021502,0.0016376
0.00021684,0.0016376
0.00024626,0.0016376
0.00024899,0.0016376
0.0002584,0.0016376
0.00031005,0.0016376
0.00032231,0.0016376
0.00032848,0.0016376
0.0003388,0.0016376
0.00033981,0.0016376
0.00035115,0.0016376
0.00035629,0.0016376
0.00037716,0.0016376
0.00040017,0.0016376
0.00041403,0.0016376
0.00043554,0.0016376
0.00051316,0.0016376
0.00052112,0.0016376
0.00059597,0.0016376
0.00060248,0.0016376
0.00060365,0.0016376
0.00060709,0.0016376
0.00062364,0.0016376
0.00062664,0.0016376
0.00062901,0.0016376
0.00066068,0.0016376
0.00066801,0.0016376
0.00067321,0.0016376
0.00068458,0.0016376
0.00069375,0.0016376
0.00074153,0.0016376
0.00074175,0.0016376
0.00074668,0.0016376
0.00076135,0.0016376
0.00079393,0.0016376
0.00080978,0.0016376
0.00081773,0.0016376
0.00082456,0.0016376
0.00084733,0.0016376
0.00085808,0.0016376
0.00087543,0.0016376
0.00089951,0.0016376
0.00092243,0.0016376
0.00097738,0.0016376
0.00098441,0.0016376
0.0010451,0.0016376
0.0010556,0.0016376
0.00109,0.0016376
0.0011428,0.0016376
0.00119,0.0016376
0.0012542,0.0016376
0.001454,0.0016376
0.0016328,0.0016376
0.0017017,0.0016376
0.0017096,0.0016376
0.001808,0.0016376
0.0018867,0.0016376
0.0020523,0.0016376
0.0020754,0.0016376
0.0023077,0.0016376
0.0023774,0.0016376
0.002676,0.0016376
0.0028066,0.0016376
0.0028528,0.0016376
0.0032201,0.0016376
0.0034826,0.0016376
0.0036475,0.0016376
0.003852,0.0016376
0.0045338,0.0016376
0.0048434,0.0016376
0.0088336,0.0016376
0.0092705,0.0016376
